"Species.Name","AOU","Region","Region.Name","shrunk_trend","shrunk_trend_lci","shrunk_trend_uci","Original_Trend","Original_Trend_lci","Original_Trend_uci"
"Marsh Wren",7250,"A06","Boreal Taiga Plains                     ",0.481092806926467,-1.64856979221,2.75190961231826,0.74,-2.04,3.27
"Brown Creeper",7260,"A06","Boreal Taiga Plains                     ",0.606401525047182,-1.6161955861277,2.78303805544744,1,-1.58,3.96
"White-breasted Nuthatch",7270,"A06","Boreal Taiga Plains                     ",2.21159810893682,0.304011835518535,4.14028462559995,2.99,0.92,5.3
"Red-breasted Nuthatch",7280,"A06","Boreal Taiga Plains                     ",1.79868408331915,-0.275855740591205,3.9679651902223,2.62,0.11,5.09
"Black-capped Chickadee",7350,"A06","Boreal Taiga Plains                     ",0.585024388948314,-0.86329905605042,2.02064917227156,0.69,-0.86,2.32
"Boreal Chickadee",7400,"A06","Boreal Taiga Plains                     ",0.246644710654048,-1.24864096124611,1.75365415377224,0.34,-1.44,1.97
"Golden-crowned Kinglet",7480,"A06","Boreal Taiga Plains                     ",0.536794263992379,-1.55521726259335,2.6731036398028,0.86,-1.67,3.65
"Ruby-crowned Kinglet",7490,"A06","Boreal Taiga Plains                     ",1.74209440419791,0.208039776355951,3.26150598030004,2.09,0.36,3.7
"Townsend's Solitaire",7540,"A06","Boreal Taiga Plains                     ",-0.350849199485405,-2.84648512557988,2.24014821932084,-0.68,-4.22,2.84
"Veery",7560,"A06","Boreal Taiga Plains                     ",-1.07353710564804,-3.01790987613428,0.950940935289649,-1.45,-4.04,0.49
"Swainson's Thrush",7580,"A06","Boreal Taiga Plains                     ",-0.423355951405255,-2.06353511691594,1.15699696898769,-0.5,-2.51,1.14
"Hermit Thrush",7590,"A06","Boreal Taiga Plains                     ",0.382225169916599,-0.841085892653332,1.59966526364122,0.44,-0.85,1.74
"American Robin",7610,"A06","Boreal Taiga Plains                     ",0.532319661627649,-0.0360683515532134,1.13203084177463,0.55,-0.03,1.12
"Varied Thrush",7630,"A06","Boreal Taiga Plains                     ",-0.259102548092289,-2.47282461894033,1.92133032135627,-0.37,-3.01,2.77
"Eastern Bluebird",7660,"A06","Boreal Taiga Plains                     ",1.20043885701408,-1.42957222751801,3.8201790452474,2.4,-0.98,6.44
"Mountain Bluebird",7680,"A06","Boreal Taiga Plains                     ",-1.41648966390534,-3.60443445785342,0.831329567127064,-2.16,-5.39,0.08
"Eurasian Collared-Dove",22860,"A06","Boreal Taiga Plains                     ",0.726702106731814,-2.97520172439828,4.51911187467427,10.02,-2.78,24.86
"Western & Clark's Grebe",30010,"A06","Boreal Taiga Plains                     ",-0.0775083668369935,-2.8794527983918,2.89974415349047,0.06,-4.36,5.7
"Mallard",31320,"A06","Boreal Taiga Plains                     ",-0.944768255849495,-2.33388730465403,0.580990991603929,-1.12,-2.72,0.45
"Great Blue Heron",31940,"A06","Boreal Taiga Plains                     ",0.676554631120518,-1.03235440799581,2.36916554794565,0.87,-0.9,2.85
"Red-tailed Hawk",33370,"A06","Boreal Taiga Plains                     ",-0.12915036919956,-0.972913230462555,0.694563881418564,-0.13,-1,0.68
"Northern Flicker",34120,"A06","Boreal Taiga Plains                     ",-0.733978541390088,-1.5241961741538,0.0648025574942359,-0.76,-1.66,-0.01
"Alder & Willow Flycatcher",34660,"A06","Boreal Taiga Plains                     ",-1.22955013567123,-2.04233998620555,-0.411882958514845,-1.28,-2.13,-0.44
"Dark-eyed Junco",35670,"A06","Boreal Taiga Plains                     ",-1.22058776809011,-2.58717517757602,0.0697827459884298,-1.39,-2.93,-0.1
"Yellow-rumped Warbler",36550,"A06","Boreal Taiga Plains                     ",0.755209501643751,-0.185425666757523,1.7132830159639,0.82,-0.09,1.82
"Double-crested Cormorant",1200,"S24","Central Hardwoods                       ",4.13662243367268,-0.0792851844631712,8.53084482382912,8.41,2.27,15.32
"Hooded Merganser",1310,"S24","Central Hardwoods                       ",3.52733029307062,0.429610446480979,6.64677540193273,4.78,0.96,8.5
"Blue-winged Teal",1400,"S24","Central Hardwoods                       ",-1.72209928115493,-5.73279065631693,2.35248695923582,-4.14,-9.91,1.42
"Wood Duck",1440,"S24","Central Hardwoods                       ",0.988505348307319,-0.0427858765188693,2.04554549316423,0.99,-0.04,2.04
"Canada Goose",1720,"S24","Central Hardwoods                       ",8.54824222965584,5.51119223438551,11.5790693130561,11.33,7.4,14.54
"Great Egret",1960,"S24","Central Hardwoods                       ",4.45535917314736,1.42458643573493,7.72559863447875,6.01,2.4,9.64
"Little Blue Heron",2000,"S24","Central Hardwoods                       ",-0.0965496404450817,-2.67746283211927,2.61164486656788,-0.32,-3.42,2.87
"Cattle Egret",2001,"S24","Central Hardwoods                       ",3.50462404889237,-0.891501252003011,8.14660137675234,8.17,0.21,14.77
"Green Heron",2010,"S24","Central Hardwoods                       ",-1.81626277944419,-2.33231018290197,-1.29103775115134,-1.83,-2.35,-1.31
"Black-crowned Night-Heron",2020,"S24","Central Hardwoods                       ",0.284200945645474,-2.79548267503988,3.43886180673826,0.18,-3.42,4.09
"Yellow-crowned Night-Heron",2030,"S24","Central Hardwoods                       ",-0.679814125520198,-2.80776072741661,1.46966290891118,-0.87,-3.56,1.07
"American Coot",2210,"S24","Central Hardwoods                       ",-0.9886522920366,-5.40094460389333,3.74632244600262,-3.42,-11.86,2.54
"American Woodcock",2280,"S24","Central Hardwoods                       ",-0.634032618243106,-2.13338514159861,0.934365373180293,-0.73,-2.48,0.75
"Upland Sandpiper",2610,"S24","Central Hardwoods                       ",0.259649851348915,-2.77599577176718,3.44724163580151,0.13,-3.62,3.98
"Spotted Sandpiper",2630,"S24","Central Hardwoods                       ",-1.30214134289094,-3.34849812247266,0.809059304637338,-1.58,-3.76,0.83
"Killdeer",2730,"S24","Central Hardwoods                       ",1.01838534378608,0.565270925630887,1.48006136702867,1.02,0.56,1.5
"Northern Bobwhite",2890,"S24","Central Hardwoods                       ",-3.87608619858236,-4.29132631440095,-3.46534869978409,-3.91,-4.34,-3.5
"Greater Prairie-Chicken",3050,"S24","Central Hardwoods                       ",-1.45653547545663,-6.76870811519402,3.99913399071327,-11.86,-24.15,0.01
"Ring-necked Pheasant",3091,"S24","Central Hardwoods                       ",-0.0264616429786772,-3.96405905501327,4.14091539726505,-0.55,-6.72,5.13
"Wild Turkey",3100,"S24","Central Hardwoods                       ",7.12970877558867,4.75884273508221,9.50361951988713,8.38,5.65,10.85
"Rock Pigeon",3131,"S24","Central Hardwoods                       ",-2.21025036980539,-3.03657535949258,-1.34872447766715,-2.26,-3.14,-1.45
"Mourning Dove",3160,"S24","Central Hardwoods                       ",-0.258725697040165,-0.527217303049464,0.00128197195198884,-0.26,-0.53,0.01
"Turkey Vulture",3250,"S24","Central Hardwoods                       ",3.19938566485701,2.54378858508716,3.88167517932375,3.23,2.53,3.91
"Black Vulture",3260,"S24","Central Hardwoods                       ",4.9609982177878,3.70470066409913,6.2959098299354,5.17,3.86,6.48
"Mississippi Kite",3290,"S24","Central Hardwoods                       ",3.78666484016453,0.40851528371326,7.22036040234664,5.58,1.38,10
"Northern Harrier",3310,"S24","Central Hardwoods                       ",-0.168547882952425,-2.27863050601908,1.94924873516131,-0.27,-2.97,1.55
"Sharp-shinned Hawk",3320,"S24","Central Hardwoods                       ",0.284911141293669,-0.682758282210284,1.26683604980217,0.28,-0.76,1.26
"Cooper's Hawk",3330,"S24","Central Hardwoods                       ",2.39201330950675,1.40432566306548,3.37912771387112,2.46,1.41,3.51
"Red-shouldered Hawk",3390,"S24","Central Hardwoods                       ",3.9796192480592,2.99594454548104,4.94174329015754,4.08,3.12,5.05
"Broad-winged Hawk",3430,"S24","Central Hardwoods                       ",0.808479162905275,0.0652427265560113,1.51419805799348,0.81,0.07,1.59
"Bald Eagle",3520,"S24","Central Hardwoods                       ",3.83041640815268,0.639191144146365,7.03473468253346,5.13,1.18,8.58
"American Kestrel",3600,"S24","Central Hardwoods                       ",0.198252998485255,-0.354399353679407,0.75552366670475,0.2,-0.35,0.76
"Osprey",3640,"S24","Central Hardwoods                       ",2.88067257792635,-0.00505239591839504,5.97843234456048,3.76,0.42,7.5
"Barred Owl",3680,"S24","Central Hardwoods                       ",1.8000937294901,0.877581012378074,2.70658379095083,1.83,0.93,2.75
"Eastern Screech-Owl",3730,"S24","Central Hardwoods                       ",-0.0607609522851743,-1.3025907077211,1.27454768849558,-0.09,-1.37,1.22
"Great Horned Owl",3750,"S24","Central Hardwoods                       ",-0.718148573261851,-1.88018700616968,0.365869816956289,-0.77,-1.94,0.38
"Greater Roadrunner",3850,"S24","Central Hardwoods                       ",1.9467685979411,-0.215103115614179,4.08564174684978,2.21,-0.12,4.56
"Yellow-billed Cuckoo",3870,"S24","Central Hardwoods                       ",-1.34309976569718,-1.97982204701611,-0.694654238088798,-1.38,-2.1,-0.78
"Black-billed Cuckoo",3880,"S24","Central Hardwoods                       ",-2.72338833421527,-4.63083818093971,-0.786955861961034,-3.18,-5.3,-1.19
"Belted Kingfisher",3900,"S24","Central Hardwoods                       ",-1.46002451959541,-2.10467263748414,-0.801763442078512,-1.48,-2.14,-0.83
"Hairy Woodpecker",3930,"S24","Central Hardwoods                       ",0.517255039179565,-0.0506447788922803,1.07950276227982,0.52,-0.06,1.1
"Downy Woodpecker",3940,"S24","Central Hardwoods                       ",-0.911533017056117,-1.31757434179813,-0.516583247209295,-0.91,-1.32,-0.51
"Pileated Woodpecker",4050,"S24","Central Hardwoods                       ",0.0131534999666546,-0.5072586531251,0.54866725161606,0.01,-0.55,0.52
"Red-headed Woodpecker",4060,"S24","Central Hardwoods                       ",-0.442369401446883,-1.18353993611699,0.267437001692357,-0.46,-1.22,0.27
"Red-bellied Woodpecker",4090,"S24","Central Hardwoods                       ",0.366621173169726,0.0111664977025622,0.740230790304864,0.37,-0.02,0.72
"Chuck-will's-widow",4160,"S24","Central Hardwoods                       ",-1.30844003441503,-2.14786532401987,-0.440529061513162,-1.34,-2.25,-0.52
"Eastern Whip-poor-will",4171,"S24","Central Hardwoods                       ",-2.04901677966407,-3.06768894351838,-1.02160898027283,-2.13,-3.19,-1.15
"Common Nighthawk",4200,"S24","Central Hardwoods                       ",-2.37787172829477,-3.64712794494569,-1.09683459861433,-2.54,-3.93,-1.29
"Chimney Swift",4230,"S24","Central Hardwoods                       ",-2.72849051032874,-3.15015479203909,-2.31804816030806,-2.74,-3.16,-2.32
"Ruby-throated Hummingbird",4280,"S24","Central Hardwoods                       ",1.58890852356274,1.00234217053579,2.14934620817995,1.6,1.01,2.18
"Scissor-tailed Flycatcher",4430,"S24","Central Hardwoods                       ",4.38269693937316,2.85830241534342,5.99285755085921,4.68,3.14,6.37
"Eastern Kingbird",4440,"S24","Central Hardwoods                       ",-1.09072082397971,-1.4465689462455,-0.705749376008592,-1.1,-1.49,-0.74
"Western Kingbird",4470,"S24","Central Hardwoods                       ",0.412861691146811,-2.81969612296137,3.82045859800491,0.47,-2.58,5.12
"Great Crested Flycatcher",4520,"S24","Central Hardwoods                       ",-0.660311849081654,-1.05083842188531,-0.256347882349666,-0.66,-1.08,-0.29
"Eastern Phoebe",4560,"S24","Central Hardwoods                       ",1.18053251027434,0.70505510643301,1.64271598518701,1.19,0.69,1.65
"Eastern Wood-Pewee",4610,"S24","Central Hardwoods                       ",-0.645161285874149,-0.966061720000152,-0.318320133520803,-0.65,-0.98,-0.34
"Acadian Flycatcher",4650,"S24","Central Hardwoods                       ",0.460625666194496,0.0040881984960528,0.927358795559002,0.46,-0.03,0.93
"Least Flycatcher",4670,"S24","Central Hardwoods                       ",-0.0344313962661485,-3.33547118978765,3.36399774459597,-0.36,-5.33,2.77
"Horned Lark",4740,"S24","Central Hardwoods                       ",-2.52115663244807,-3.48812281171234,-1.53731802817919,-2.6,-3.62,-1.68
"Blue Jay",4770,"S24","Central Hardwoods                       ",-1.04767999734832,-1.30555776978193,-0.784952573510011,-1.05,-1.32,-0.79
"American Crow",4880,"S24","Central Hardwoods                       ",-0.0575308725547221,-0.295258574638973,0.179652545681966,-0.06,-0.29,0.18
"Fish Crow",4900,"S24","Central Hardwoods                       ",5.43752230942019,3.16469518236374,7.79228974008049,6.35,3.84,8.96
"European Starling",4930,"S24","Central Hardwoods                       ",-0.351393990650529,-0.761281720514725,0.0393393122186836,-0.36,-0.76,0.04
"Bobolink",4940,"S24","Central Hardwoods                       ",0.604460835328305,-1.39541378867914,2.72071264935691,0.64,-1.58,2.87
"Brown-headed Cowbird",4950,"S24","Central Hardwoods                       ",-0.872541296008929,-1.24386695551935,-0.520166464286055,-0.88,-1.25,-0.52
"Red-winged Blackbird",4980,"S24","Central Hardwoods                       ",-0.871714885106009,-1.19298976498204,-0.524261782288427,-0.88,-1.22,-0.55
"Eastern Meadowlark",5010,"S24","Central Hardwoods                       ",-1.9662278056137,-2.27498734656349,-1.64846234713729,-1.97,-2.3,-1.67
"Western Meadowlark",5011,"S24","Central Hardwoods                       ",0.0523058650011555,-4.13080088431962,4.3723398183818,-0.33,-7.96,3.64
"Orchard Oriole",5060,"S24","Central Hardwoods                       ",-1.32497905816488,-1.68953025193752,-0.973624966937455,-1.33,-1.7,-0.96
"Baltimore Oriole",5070,"S24","Central Hardwoods                       ",1.40901609443794,0.713611659770845,2.07942021208559,1.42,0.75,2.09
"Common Grackle",5110,"S24","Central Hardwoods                       ",-2.68291449305016,-3.10156503431321,-2.24895874247837,-2.71,-3.17,-2.3
"Great-tailed Grackle",5120,"S24","Central Hardwoods                       ",1.91802263331478,-2.92421662366845,7.25965943653073,7.17,-2.09,20.47
"House Finch",5190,"S24","Central Hardwoods                       ",9.51974793658492,6.54217321743926,12.6373718099715,12.52,9.03,16.11
"American Goldfinch",5290,"S24","Central Hardwoods                       ",-0.142501321388392,-0.534279428948818,0.267190084421968,-0.15,-0.57,0.24
"Vesper Sparrow",5400,"S24","Central Hardwoods                       ",-0.686864514882828,-3.09305832365756,1.70648793642507,-0.94,-3.29,1.81
"Savannah Sparrow",5420,"S24","Central Hardwoods                       ",-1.14622756800465,-3.11535578665828,0.83926142080792,-1.36,-3.63,0.5
"Grasshopper Sparrow",5460,"S24","Central Hardwoods                       ",-5.34691877125433,-6.18262936754798,-4.52540447453391,-5.48,-6.35,-4.66
"Henslow's Sparrow",5470,"S24","Central Hardwoods                       ",0.344206721666334,-1.62736028717026,2.4005362607927,0.32,-1.9,2.57
"Lark Sparrow",5520,"S24","Central Hardwoods                       ",-2.40853534852697,-4.05447834237718,-0.781226071658941,-2.65,-4.36,-1
"Chipping Sparrow",5600,"S24","Central Hardwoods                       ",0.267347043732864,-0.0411692288872825,0.579315010327928,0.26,-0.05,0.57
"Field Sparrow",5630,"S24","Central Hardwoods                       ",-2.26637560097699,-2.59003541265136,-1.93687382715569,-2.28,-2.63,-1.96
"Bachman's Sparrow",5750,"S24","Central Hardwoods                       ",-2.01242901766609,-5.95543061444084,1.88778733184168,-4.72,-11.77,-0.58
"Song Sparrow",5810,"S24","Central Hardwoods                       ",0.158858786269546,-0.310389244199602,0.620715906787823,0.16,-0.32,0.63
"Eastern Towhee",5870,"S24","Central Hardwoods                       ",-0.965911990326823,-1.2760751047253,-0.665123775660587,-0.97,-1.28,-0.66
"Northern Cardinal",5930,"S24","Central Hardwoods                       ",-0.190496467032315,-0.352131344639567,-0.0312150190644114,-0.19,-0.36,-0.03
"Rose-breasted Grosbeak",5950,"S24","Central Hardwoods                       ",0.0862258738458787,-1.41901408091018,1.60791180795558,0.07,-1.58,1.56
"Blue Grosbeak",5970,"S24","Central Hardwoods                       ",0.824722194487757,0.25543780832161,1.38242119013189,0.84,0.25,1.37
"Indigo Bunting",5980,"S24","Central Hardwoods                       ",-0.769498044275817,-0.94136001480372,-0.597727282253059,-0.77,-0.95,-0.6
"Painted Bunting",6010,"S24","Central Hardwoods                       ",2.4238568267952,-0.217394327169819,5.09786405332688,2.98,0.11,6.21
"Dickcissel",6040,"S24","Central Hardwoods                       ",-0.881534908507347,-1.64250629435241,-0.114959636590839,-0.9,-1.7,-0.14
"Scarlet Tanager",6080,"S24","Central Hardwoods                       ",1.27090278313949,0.76247053370359,1.78383880190119,1.28,0.76,1.83
"Summer Tanager",6100,"S24","Central Hardwoods                       ",0.396691970501489,0.0486732927620864,0.760293343265451,0.4,0.04,0.75
"Purple Martin",6110,"S24","Central Hardwoods                       ",1.28468995578739,0.628007083116986,1.93791520032351,1.3,0.61,1.96
"Cliff Swallow",6120,"S24","Central Hardwoods                       ",10.3458049571447,7.54644319127001,13.1238409228987,12.93,9.58,15.96
"Barn Swallow",6130,"S24","Central Hardwoods                       ",-1.07317914364974,-1.39338041118675,-0.767557159872649,-1.08,-1.41,-0.77
"Tree Swallow",6140,"S24","Central Hardwoods                       ",7.59987401541258,5.16746015916999,9.94437670696496,8.95,6.16,11.37
"Bank Swallow",6160,"S24","Central Hardwoods                       ",1.41619250679102,-1.7420578658116,4.57000029117869,1.82,-1.68,5.76
"Northern Rough-winged Swallow",6170,"S24","Central Hardwoods                       ",0.655228102806222,-0.0859344705057349,1.43542089161094,0.66,-0.07,1.44
"Cedar Waxwing",6190,"S24","Central Hardwoods                       ",4.59829579192836,2.56711091916404,6.57632679442652,5.16,2.8,7.11
"Loggerhead Shrike",6220,"S24","Central Hardwoods                       ",-5.50939733368962,-6.52779323349157,-4.4654079180226,-5.77,-6.87,-4.69
"Red-eyed Vireo",6240,"S24","Central Hardwoods                       ",0.723920359738813,0.432965728043337,1.02430809519465,0.73,0.44,1.04
"Warbling Vireo",6270,"S24","Central Hardwoods                       ",0.827854287989926,0.205040511526769,1.46046016895246,0.84,0.18,1.48
"Yellow-throated Vireo",6280,"S24","Central Hardwoods                       ",0.860649113800412,0.34644529032378,1.37863018751234,0.86,0.32,1.39
"White-eyed Vireo",6310,"S24","Central Hardwoods                       ",0.443261000851761,0.0953158150418593,0.799630532611152,0.44,0.09,0.79
"Bell's Vireo",6330,"S24","Central Hardwoods                       ",1.68278724679846,-0.0718065977329021,3.44805808313789,1.8,-0.15,3.69
"Black-and-white Warbler",6360,"S24","Central Hardwoods                       ",-0.191629554837505,-1.21559391522076,0.856263675874007,-0.21,-1.32,0.76
"Prothonotary Warbler",6370,"S24","Central Hardwoods                       ",0.613837932334262,-0.197888559313713,1.45388183574558,0.62,-0.19,1.48
"Worm-eating Warbler",6390,"S24","Central Hardwoods                       ",0.472506514780428,-0.504976594357114,1.41023657935238,0.48,-0.53,1.45
"Blue-winged Warbler",6410,"S24","Central Hardwoods                       ",-0.213116654671425,-1.19867121199813,0.777848064805476,-0.24,-1.24,0.77
"Northern Parula",6480,"S24","Central Hardwoods                       ",1.80579163186101,0.938700483247744,2.64728864325677,1.83,0.97,2.67
"Yellow Warbler",6520,"S24","Central Hardwoods                       ",-1.79603286728524,-2.48872194065771,-1.06506643108763,-1.83,-2.55,-1.14
"Cerulean Warbler",6580,"S24","Central Hardwoods                       ",-1.63386888736765,-2.77840749301151,-0.516197694625528,-1.73,-2.87,-0.58
"Chestnut-sided Warbler",6590,"S24","Central Hardwoods                       ",0.731285466347039,-2.29545401302702,3.73570514793761,0.86,-1.45,5.87
"Yellow-throated Warbler",6630,"S24","Central Hardwoods                       ",1.87835125708045,1.0620258468471,2.67056808430725,1.9,1.11,2.73
"Pine Warbler",6710,"S24","Central Hardwoods                       ",1.62778838597502,0.58268171709778,2.70064173064778,1.65,0.51,2.67
"Prairie Warbler",6730,"S24","Central Hardwoods                       ",-1.46392720467629,-2.01675805252329,-0.90046461764885,-1.48,-2.07,-0.93
"Ovenbird",6740,"S24","Central Hardwoods                       ",0.347123766378087,-0.407116804540769,1.12731610804312,0.35,-0.43,1.12
"Louisiana Waterthrush",6760,"S24","Central Hardwoods                       ",1.1382978720879,0.435366031251324,1.84347700365887,1.16,0.44,1.85
"Kentucky Warbler",6770,"S24","Central Hardwoods                       ",0.0400594678327609,-0.486081481888678,0.570983137822036,0.04,-0.51,0.54
"Common Yellowthroat",6810,"S24","Central Hardwoods                       ",-0.648746593810373,-0.902602185203802,-0.395625938595709,-0.65,-0.91,-0.4
"Yellow-breasted Chat",6830,"S24","Central Hardwoods                       ",-1.32738427271955,-1.61296015055423,-1.03137477305622,-1.33,-1.62,-1.05
"Hooded Warbler",6840,"S24","Central Hardwoods                       ",0.707211775545645,-0.338576453446563,1.76978427201717,0.74,-0.33,1.78
"American Redstart",6870,"S24","Central Hardwoods                       ",0.210045558552772,-1.30943321337931,1.74291888361062,0.21,-1.47,1.67
"House Sparrow",6882,"S24","Central Hardwoods                       ",-4.16482227679665,-4.60889410801579,-3.70703406588226,-4.19,-4.66,-3.73
"Northern Mockingbird",7030,"S24","Central Hardwoods                       ",-0.506408431622767,-0.822737256891405,-0.189709561998516,-0.51,-0.84,-0.2
"Gray Catbird",7040,"S24","Central Hardwoods                       ",-2.13960109855397,-2.50805224210176,-1.76189724320443,-2.15,-2.54,-1.77
"Brown Thrasher",7050,"S24","Central Hardwoods                       ",-0.913361130079644,-1.28033906252106,-0.560285147836817,-0.92,-1.29,-0.59
"Carolina Wren",7180,"S24","Central Hardwoods                       ",1.55689385478664,0.617116175234704,2.47319642818364,1.58,0.43,2.33
"Bewick's Wren",7190,"S24","Central Hardwoods                       ",-5.82784124851603,-7.2262528815383,-4.36712371717016,-6.32,-7.84,-4.9
"House Wren",7210,"S24","Central Hardwoods                       ",2.75932538068798,2.01939623672674,3.50283894647883,2.82,2.04,3.6
"Sedge Wren",7240,"S24","Central Hardwoods                       ",-1.12114511142676,-4.88524463053377,2.74375657121829,-2.27,-7.55,2.37
"White-breasted Nuthatch",7270,"S24","Central Hardwoods                       ",1.29453062132852,0.396301916227267,2.15802732973657,1.32,0.39,2.17
"Tufted Titmouse",7310,"S24","Central Hardwoods                       ",-0.219816894170742,-0.782385550352202,0.351098446477558,-0.23,-0.86,0.29
"Black-capped Chickadee",7350,"S24","Central Hardwoods                       ",0.382126579169902,-2.88457319924039,3.55463044136381,0.35,-2.66,5.01
"Carolina Chickadee",7360,"S24","Central Hardwoods                       ",-0.390722463331242,-0.838856910095666,0.0685262424097434,-0.39,-0.88,0.04
"Blue-gray Gnatcatcher",7510,"S24","Central Hardwoods                       ",-0.547952243181115,-1.0626233455773,-0.019423136749191,-0.56,-1.1,-0.04
"Wood Thrush",7550,"S24","Central Hardwoods                       ",-0.167750910959099,-0.536820176526845,0.209121259824831,-0.17,-0.53,0.19
"American Robin",7610,"S24","Central Hardwoods                       ",0.930922597483387,0.682404954463966,1.18951758553981,0.93,0.67,1.18
"Eastern Bluebird",7660,"S24","Central Hardwoods                       ",-0.368645198861733,-0.818322310105356,0.0561104582520894,-0.37,-0.83,0.06
"Eurasian Collared-Dove",22860,"S24","Central Hardwoods                       ",6.44726149692241,2.39058710677605,10.8016435496469,12.36,5.62,17.87
"Mallard",31320,"S24","Central Hardwoods                       ",2.98590282886231,0.818821862916755,5.2054395290303,3.38,0.93,5.62
"Great Blue Heron",31940,"S24","Central Hardwoods                       ",2.95696537590933,1.8926580096875,3.99374586541504,3.05,1.97,4.07
"Red-tailed Hawk",33370,"S24","Central Hardwoods                       ",1.56003880339172,0.912737214862279,2.21268545097585,1.57,0.91,2.19
"Northern Flicker",34120,"S24","Central Hardwoods                       ",-1.67373149024904,-2.13013629728166,-1.23265196780393,-1.69,-2.14,-1.25
"Alder & Willow Flycatcher",34660,"S24","Central Hardwoods                       ",0.511185315496436,-0.541125574457432,1.49689436445784,0.51,-0.49,1.56
"Eared Grebe",40,"S19","Central Mixed Grass Prairie             ",0.575466883826616,-3.12823075929298,4.47130307521771,0.65,-4.82,7.16
"Pied-billed Grebe",60,"S19","Central Mixed Grass Prairie             ",0.629549659039667,-2.10461043753632,3.35309979448612,0.66,-2.38,4.14
"Ring-billed Gull",540,"S19","Central Mixed Grass Prairie             ",0.349962382322232,-4.0850098126317,4.89682641931763,-1.62,-13.81,9.83
"Franklin's Gull",590,"S19","Central Mixed Grass Prairie             ",0.736388050065303,-3.40560246038091,5.14426057804041,1.56,-7.25,11.26
"Forster's Tern",690,"S19","Central Mixed Grass Prairie             ",-0.141262523087068,-3.39527300080861,3.19926930851913,-0.93,-5.4,3.66
"Least Tern",740,"S19","Central Mixed Grass Prairie             ",-1.96399742620018,-5.44472292266113,1.4874272357956,-5.69,-11.28,-0.67
"Black Tern",770,"S19","Central Mixed Grass Prairie             ",-2.23514304672105,-5.14597957206983,0.751921418667884,-4.31,-8.32,-0.5
"Double-crested Cormorant",1200,"S19","Central Mixed Grass Prairie             ",2.92551627263688,-0.15561925678037,6.07338864350301,4.67,0.37,8.9
"American White Pelican",1250,"S19","Central Mixed Grass Prairie             ",1.38990707517609,-2.46827038006776,5.39173356629305,3.1,-2.88,10.8
"Hooded Merganser",1310,"S19","Central Mixed Grass Prairie             ",3.71066159860258,0.769136580377656,6.62409200647112,5.53,1.61,9.05
"Gadwall",1350,"S19","Central Mixed Grass Prairie             ",-2.0526483980086,-5.05558466398582,0.78910527182455,-3.89,-7.85,-0.37
"American Wigeon",1370,"S19","Central Mixed Grass Prairie             ",0.248505147045536,-2.97242988701938,3.51329509951438,0.03,-4.45,4.66
"Green-winged Teal",1390,"S19","Central Mixed Grass Prairie             ",-0.798062005724034,-3.62829064032724,2.0586741723812,-1.68,-5.27,1.77
"Blue-winged Teal",1400,"S19","Central Mixed Grass Prairie             ",1.92655838680918,-0.0410400505571589,3.89588426551084,2.18,0.01,4.33
"Northern Shoveler",1420,"S19","Central Mixed Grass Prairie             ",0.0937503696165562,-2.82093382316508,2.89098244528558,-0.24,-3.59,3.5
"Northern Pintail",1430,"S19","Central Mixed Grass Prairie             ",-0.558992540778869,-3.2115863491268,2.18433826824819,-1.2,-4.49,2.29
"Wood Duck",1440,"S19","Central Mixed Grass Prairie             ",3.18004143279453,1.61969289793232,4.8233370550099,3.5,1.83,5.26
"Redhead",1460,"S19","Central Mixed Grass Prairie             ",1.59770139122457,-1.84325775087971,5.16788351824037,2.79,-1.71,8.4
"Canvasback",1470,"S19","Central Mixed Grass Prairie             ",1.54181287342223,-2.34019523303949,5.42155564335245,3.32,-1.05,12.8
"Lesser Scaup",1490,"S19","Central Mixed Grass Prairie             ",0.2613983618981,-3.32065905158117,4.00910742410043,-0.38,-6.34,5.21
"Ruddy Duck",1670,"S19","Central Mixed Grass Prairie             ",0.893624129938585,-2.22576602877627,4.17321190844359,1.19,-2.69,5.79
"Canada Goose",1720,"S19","Central Mixed Grass Prairie             ",5.71179062817331,2.74048663218605,8.58805390810861,8.47,4.86,12.25
"White-faced Ibis",1870,"S19","Central Mixed Grass Prairie             ",1.15053562598184,-3.36305907680622,5.76437578598133,5.72,-4.84,23.73
"American Bittern",1900,"S19","Central Mixed Grass Prairie             ",0.788677626187736,-1.47497471802108,3.20010690140312,0.81,-1.61,3.6
"Great Egret",1960,"S19","Central Mixed Grass Prairie             ",2.78710717611357,0.318386910962308,5.35680200980533,3.58,0.9,6.76
"Snowy Egret",1970,"S19","Central Mixed Grass Prairie             ",1.52862892859887,-1.07467460998695,4.26007404199743,1.97,-1.14,5.42
"Little Blue Heron",2000,"S19","Central Mixed Grass Prairie             ",-0.889221245449567,-3.24115504887855,1.5904237193524,-1.44,-4.23,1.26
"Cattle Egret",2001,"S19","Central Mixed Grass Prairie             ",3.45880351080796,-0.119801332913391,7.13572434805575,7.36,1.47,13.19
"Green Heron",2010,"S19","Central Mixed Grass Prairie             ",-0.766975463922065,-1.71389265991982,0.167936826597885,-0.83,-1.77,0.13
"Black-crowned Night-Heron",2020,"S19","Central Mixed Grass Prairie             ",-1.06279007101744,-2.94744060298112,0.867026301047414,-1.42,-3.65,0.69
