"","AOS60","species","lon.b","lat.b","lon.w","lat.w","dst.km","area.b","area.w","area.r","area.p","Common.Name","Scientific.Name","group","order","family","taxonomic.notes","Canada","USA","Mexico","C.America","Mig.Status","Introduced","Nonbreeding.only","PS.g","PS.g_s","PS.g_com","Global.Pop.Size","Global.Pop.Size.","Pop.Size_US.Ca","Pop.Size_US.Ca.","PopYr","Pop.Size_US.Ca_s","Pop.Size_US.Ca_com","X.GL_WH","X.WH_US.Ca","X..Breeding.Pop.in.US...Canada","X..Breeding.Pop.in.US...Canada.","X.Pop_s","BD.g","BD.area","BD.g_s","BD.g_com","ND.g","ND.area","ND.g_s","ND.g_com","TB.c","TB.c_s","TB.c_com","TN.c","TN.c_s","TN.c_com","PT.c","PT.c_s","PT.c_com","trend....yr.","trend.source","lcl_90.CI","ucl_90.CI","lcl_67.CI","ucl_67.CI","RA","DF","pop.change","pop.change.90..lcl","pop.change.90..ucl","Half.Life","CCS.b","CCS.n","CCS.max","Continental.Importance","IUCN.Red.List.2018","Urban","Agriculture","Breeding.Biome","Nonbreeding.Biome","Primary.Breeding.Habitat","Secondary.Breeding.Habitat","Primary.Nonbreeding.Habitat","Secondary.Nonbreeding.Habitat","IOC..","Latin..BirdLife...IOC...Clements.","English","Gill.et.al.2020..IOC.World.Bird.List..v10.2.","HBW.and.BirdLife.International..2019.","eBird.Clements.Checklist.v2019","IOC.present","HBW.BL.present","Clements.present","OtLatin","OtLat2","OtEnglish","Order","Family","Genus","Species","IUCN.Red.List.category","Restricted.Range","Country.Endemic","ISL","RLM","LAT","HEM","Average.Body.Mass","F","BM","WD","SH","SV","G","PL","R","D","A","RV","C","W","SE","O","Primary.Habitat","HB","Birdlife.Forest.Dependency","DB","Primary.Diet","IN","FR","NE","SE.1","VE","FI","SC","PL.1","MS","Foraging.Layer","LayH1","LayH2","LayMn","Flock","Carn.sum","Herb.sum","Nest","SBS","H1","H2","H.Avg","Clutch..Min","Clutch.Max","Clutch.Ave","Inc1","Inc2","Fledge","Fld2","Fld2.fld1","Mig","Alt","Irreg","Disp","Known.Bird.Annual.Survival","Known.Bird.Age.at.First.Breeding","Known.Bird.Longevity","Modelled.Bird.Annual.Survival","Modelled.Bird.Age.at.first.breeding","Modelled.Bird.Longevity","Modelled.Bird.GenLength","SpcAuthority"
"1381",1975,"Leiothlypis virginiae",-109.97808785,37.82210472,-100.26946842,18.23516744,2368,28100,14932,0,126169,"Virginia's Warbler","Leiothlypis virginiae","landbird","Passeriformes","Parulidae","Formerly placed in the genus Oreothlypis. Monotypic.",0,1,1,0,"M",NA,NA,3,"PIFcalc19","","900,000",900000,"900,000",900000,2010.5,"PIFcalc19","",100,NA,"",NA,"bbs0514(UsCa)",3,915000,"PIFSC-08","NS map highly fragmented; NatGeo polygon about 915,000 km2 (UT + 60% of AZ,CO,NV,NM); range map includes only occupied range",4,149789,"Natureserve 3.0","NS ok",3,"PIFTC-02","",3,"PIFTC-02","",5,"BBS7017","",-2.161,"BBS7017",-4.23,-1.2,-3.28,-1.536,1.857,125,-59.7472363,-77.1491699,-19.65405464,61,14,15,15,"Watch List - Yel-D","LC","","","Intermountain West","Mesoamerican Pacific Lowlands","Forests—Temperate Western","","Forests—Tropical Dry","Forests—Mesoamerican Pine-Oak",35520,"Leiothlypis virginiae","Virginia's Warbler","Leiothlypis virginiae","Leiothlypis virginiae","Leiothlypis virginiae","YES","YES","YES","","","","Passeriformes","Parulidae","Leiothlypis","virginiae","LC","0","YES",0,"LN",2,1,7.4,2,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"","Shrub",3,"Medium",1,"Invertebrate","10","","","","","","","","","L-H","",NA,NA,NA,10,0,"","","","",NA,3,5,NA,13,NA,12,NA,12,1,NA,NA,NA,0.44,NA,"6.25",0.47,1.05,7.27,1.93,"(Baird, 1860)"
"1382",1977,"Oporornis agilis",-96.98211562,50.90259863,-66.05145968,-2.65597059,6623,118280,400813,0,137581,"Connecticut Warbler","Oporornis agilis","landbird","Passeriformes","Parulidae","Monotypic.",1,1,0,0,"M",NA,NA,3,"PIFcalc19","","1,800,000",1800000,"1,800,000",1800000,2010.5,"PIFcalc19","",100,99.66919708,"99.6692",99.66919708,"bbs0514(UsCa), eBrd17(WHem)",2,1178290,"Natureserve 3.0","",2,2011815,"Natureserve 3.0; PIFSC-08","winter range inaccurate -- includes transients in northern South America.  True winter range probably half of area depicted (restricted to western Amazon Basin and northern Pantanal.  Also, winter range size (>4 million) seems like an error 

Ken comment:",3,"PIFTC-02","",3,"PIFTC-02","No justification for ""No threats"" designation; emerging data suggests winters in tropical deciduous, river island, and/or cerrado habitats, which are all under at least moderate threat (KVR)",5,"BBS7017","",-1.932,"BBS7017",-2.6,-1.13,-2.318,-1.519,0.765,247,-59.41534842,-68.82559978,-39.55853864,NA,13,13,13,"Watch List - Yel-D","LC","","","Northern Forest","South American Lowlands","Forests—Boreal","","Forests—Tropical Lowland Evergreen","",35522,"Oporornis agilis","Connecticut Warbler","Oporornis agilis","Oporornis agilis","Oporornis agilis","YES","YES","YES","","","","Passeriformes","Parulidae","Oporornis","agilis","LC","0","NO",0,"LN",2,2,13.2,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"","Forest",4,"Medium",1,"Invertebrate","8","2","","","","","","","","G-L","",NA,NA,NA,8,2,"","","","",NA,3,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,"4.3",0.51,0.99,6.18,1.94,"(Wilson, 1812)"
"1383",1978,"Geothlypis poliocephala",-91.57231469,16.93241853,-91.57231469,16.93241853,0,85957,85957,85957,0,"Gray-crowned Yellowthroat","Geothlypis poliocephala","landbird","Passeriformes","Parulidae","",0,0,1,1,"R",NA,NA,3,"PIFTC-02","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",3,862321,"Natureserve 3.0","",3,862321,"Natureserve 3.0","",2,"PIFSC-08","",2,"PIFSC-08","Mexicans should score; tolerant of disturbance",3,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,"","LC","","","Mesoamerica","Mesoamerica","Open Country—Habitat Mosaic","","Open Country—Habitat Mosaic","",35523,"Geothlypis poliocephala","Grey-crowned Yellowthroat","Geothlypis poliocephala","Geothlypis poliocephala","Geothlypis poliocephala","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","poliocephala","LC","0","NO",0,"L",1,1,14.5,NA,NA,3,1,4,2,NA,NA,NA,5,NA,NA,NA,NA,"","Shrub",5,"Non-forest",1,"Invertebrate","10","","","","","","","","","L-G","",NA,NA,NA,10,0,"","","","",NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.61,1.13,8.64,2.57,"Baird, 1865"
"1384",1979,"Geothlypis tolmiei",-119.15127588,47.73570287,-99.1853337,19.53408984,3611,262223,91570,0,231930,"MacGillivray's Warbler","Geothlypis tolmiei","landbird","Passeriformes","Parulidae","",1,1,1,1,"M",NA,NA,2,"PIFcalc19","","11,000,000",11000000,"11,000,000",11000000,2010.5,"PIFcalc19","",100,99.6209259,"99.62093",99.6209259,"bbs0514(UsCa), eBrd17(WHem)",2,2630431,"Natureserve 3.0","",3,918393,"Natureserve 3.0","winter map looks accurate",2,"PIFTC-02","",3,"PIFTC-02","Uses naturally disturbed forest, but not really in highly modified landscapes; threats probably ""moderate"" (KVR)",4,"BBS7017","",-0.94,"BBS7017",-1.24,-0.66,-1.117,-0.768,6.056,652,-35.75608792,-44.3833862,-27.5443058,70,10,12,12,"","LC","","","Western Temperate","Mesoamerican Pacific Lowlands","Forests—Temperate Western","","Forests—Tropical Dry","Forests—Mesoamerican Pine-Oak",35539,"Geothlypis tolmiei","MacGillivray's Warbler","Geothlypis tolmiei","Geothlypis tolmiei","Geothlypis tolmiei","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","tolmiei","LC","0","NO",0,"LN",2,1,10.5,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",2,"Medium",1,"Invertebrate","10","","","","","","","","","G-L","",NA,NA,NA,10,0,"","","","",NA,3,6,NA,12,NA,9.25,NA,9.25,1,NA,NA,NA,0.5,1,"10.92",0.49,0.94,8.4,2.41,"(Townsend, 1839)"
"1385",1980,"Geothlypis philadelphia",-89.5752019,49.88214163,-75.3667361,6.98997805,4936,270957,83523,0,363126,"Mourning Warbler","Geothlypis philadelphia","landbird","Passeriformes","Parulidae","Monotypic.",1,1,1,1,"M",NA,NA,2,"PIFcalc19","","14,000,000",14000000,"14,000,000",14000000,2010.5,"PIFcalc19","",100,99.95944977,"99.95945",99.95944977,"bbs0514(UsCa)",2,2693721,"Natureserve 3.0","",3,836725,"Natureserve 3.0","winter map looks accurate --- new score o.k.",2,"PIFTC-02","",3,"PIFTC-02","Uses naturally disturbed forest, but not really in highly modified landscapes; threats probably ""moderate"" (KVR)",4,"BBS7017","",-1.369,"BBS7017",-1.82,-0.86,-1.635,-1.066,6.963,944,-47.4854934,-59.96453577,-36.70107776,49,10,12,12,"","LC","","","Northern Forest","Central and South American Highlands","Forests—Boreal","Forests—Temperate Eastern","Forests—Tropical Montane Evergreen","Forests—Tropical Lowland Evergreen",35542,"Geothlypis philadelphia","Mourning Warbler","Geothlypis philadelphia","Geothlypis philadelphia","Geothlypis philadelphia","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","philadelphia","LC","0","NO",0,"LN",2,1,11.4,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",3,"Low",1,"Invertebrate","10","","","","","","","T","","G-L","",NA,NA,NA,10,0,"","","","",NA,3,5,NA,12.25,NA,NA,NA,NA,1,NA,NA,NA,0.5,1,"7.92",0.52,1,8.9,2.12,"(Wilson, 1810)"
"1386",1981,"Geothlypis formosa",-86.52739701,36.23977818,-81.29433328,14.68234609,2444,197026,113887,0,67862,"Kentucky Warbler","Geothlypis formosa","landbird","Passeriformes","Parulidae","Monotypic.",0,1,1,1,"M",NA,NA,3,"PIFcalc19","","2,600,000",2600000,"2,600,000",2600000,2010.5,"PIFcalc19","",100,NA,"",NA,"bbs0514(UsCa)",2,1969383,"Natureserve 3.0","",3,684235,"Natureserve 3.0; PIFSC-08","Winter map wrong -- shows range throughout West Indies, but described as an uncommon transient there in text (very rare in Cuba); also depicted range in northern South America too large -- only a few records from coastal Colombia and Venezuela -- would re",3,"PIFTC-02","",4,"PIFSC-Dec-08","Rosenberg: winters in lowland forest; similar to PROWA, WEWA, SWWA",4,"BBS7017","",-0.842,"BBS7017",-1.09,-0.54,-0.995,-0.661,1.491,1001,-32.65104151,-40.4265606,-22.28875843,82,12,14,14,"Watch List - Yel-D","LC","","","Eastern Temperate","Gulf-Caribbean Lowlands","Forests—Temperate Eastern","","Forests—Tropical Lowland Evergreen","",35543,"Geothlypis formosa","Kentucky Warbler","Geothlypis formosa","Geothlypis formosa","Geothlypis formosa","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","formosa","LC","0","YES",0,"LN",2,1,13.2,1,NA,2,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"","Forest",4,"Medium",1,"Invertebrate","10","T","","T","","","","","","G-M","",NA,NA,NA,10,0,"","","","",NA,3,6,NA,12.5,NA,9.5,NA,9.5,1,NA,NA,NA,0.55,1,"6.92",0.51,1,8.51,2.2,"(Wilson, 1811)"
"1387",1982,"Geothlypis semiflava",-78.49103131,1.26480254,-78.49103131,1.26480254,0,11562,11562,11562,0,"Olive-crowned Yellowthroat","Geothlypis semiflava","landbird","Passeriformes","Parulidae","",0,0,0,1,"R",NA,NA,3,"PIF CAW 2016","""Chiriqui Yellowthroat"" was transferred from Masked Yellowthroat to Olive-crowned, but presumably doesn't affect PS-g score since it's a narrow endemic (BCR 2019)","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,212783,"NatureServe","Chiriqui Foliage-Gleaner transferred from Masked Yellowthroat overlaps with existing Olive-crowned Yellowthroat range, so no additional extent",4,212783,"NatureServe","Chiriqui Foliage-Gleaner transferred from Masked Yellowthroat overlaps with existing Olive-crowned Yellowthroat range, so no additional extent",3,"PIF CAW 2014","",3,"PIF CAW 2014","",3,"PIF CAW 2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,"","LC","","","Gulf-Caribbean Lowlands","Gulf-Caribbean Lowlands","Forests—Tropical Montane Evergreen","Wetlands—Freshwater Marsh","Forests—Tropical Montane Evergreen","Wetlands—Freshwater Marsh",35544,"Geothlypis semiflava","Olive-crowned Yellowthroat","Geothlypis semiflava","Geothlypis semiflava","Geothlypis semiflava","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","semiflava","LC","0","NO",0,"L",1,2,16,NA,NA,NA,2,NA,3,NA,NA,NA,NA,4,NA,1,NA,"","Wetland",4,"Non-forest",1,"Invertebrate","10","","","","","","","","","H","",NA,NA,NA,10,0,"","","","",NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.51,1,9.31,2.18,"Sclater, 1861"
"1388",1983,"Geothlypis speciosa",-100.739636,19.70545554,-100.739636,19.70545554,0,50,50,50,0,"Black-polled Yellowthroat","Geothlypis speciosa","landbird","Passeriformes","Parulidae","",0,0,1,0,"R",NA,NA,5,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",5,30406,"Natureserve 3.0","",5,30406,"Natureserve 3.0","",5,"MX-NSAC","",5,"MX-NSAC","extreme habitat loss",5,"MX-NSAC","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,"Watch List - Red","EN","","","Mesoamerican Highlands","Mesoamerican Highlands","Wetlands—Freshwater Marsh","","Wetlands—Freshwater Marsh","",35548,"Geothlypis speciosa","Black-polled Yellowthroat","Geothlypis speciosa","Geothlypis speciosa","Geothlypis speciosa","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","speciosa","EN","1","YES",0,"L",1,1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","Wetland",1,"Non-forest",1,"Invertebrate","10","","","","","","","","","H","",NA,NA,NA,10,0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.53,0.94,8.01,2.02,"Sclater, 1859"
"1389",1984,"Geothlypis beldingi",-111.49379464,25.72800557,-111.49379464,25.72800557,0,382,382,382,0,"Belding's Yellowthroat","Geothlypis beldingi","landbird","Passeriformes","Parulidae","",0,0,1,0,"R",NA,NA,5,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",5,42177,"Natureserve 3.0","",5,42177,"Natureserve 3.0","",5,"MX-NSAC","",5,"MX-NSAC","extreme habitat loss",5,"MX-NSAC","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,"Watch List - Red","VU","","","North American Southwest","North American Southwest","Wetlands—Freshwater Marsh","","Wetlands—Freshwater Marsh","",35551,"Geothlypis beldingi","Belding's Yellowthroat","Geothlypis beldingi","Geothlypis beldingi","Geothlypis beldingi","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","beldingi","VU","0","YES",0,"N",3,1,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","Wetland",1,"Non-forest",1,"Invertebrate","10","","","","","","","","","H","",NA,NA,NA,10,0,"","","","",NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.61,1.14,9.06,2.61,"Ridgway, 1883"
"1390",1986,"Geothlypis flavovelata",-98.34128732,22.35021653,-98.34128732,22.35021653,0,5194,5194,5194,0,"Altamira Yellowthroat","Geothlypis flavovelata","landbird","Passeriformes","Parulidae","Monotypic.",0,0,1,0,"R",NA,NA,5,"Gomez-Panjabi","","",NA,"",NA,NA,"","",NA,NA,"",NA,"",5,58953,"Natureserve 3.0","",5,58953,"Natureserve 3.0","",5,"PIFTC-02","Mexicans scored; extreme habitat loss (MX-NSAC).",5,"PIFTC-02","Mexicans scored; extreme habitat loss",5,"MX-NSAC","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,"Watch List - Red","VU","","","Gulf-Caribbean Lowlands","Gulf-Caribbean Lowlands","Wetlands—Freshwater Marsh","","Wetlands—Freshwater Marsh","",35559,"Geothlypis flavovelata","Altamira Yellowthroat","Geothlypis flavovelata","Geothlypis flavovelata","Geothlypis flavovelata","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","flavovelata","VU","0","YES",0,"L",1,1,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,"","Wetland",2,"Non-forest",1,"Invertebrate","10","","","","","","","","","G-H","",NA,NA,NA,10,0,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.53,0.94,8.08,2.01,"Ridgway, 1896"
"1391",1987,"Geothlypis trichas",-100.77578079,44.97649214,-96.35749809,24.0622499,2354,1282679,334302,123806,21543,"Common Yellowthroat","Geothlypis trichas","landbird","Passeriformes","Parulidae","",1,1,1,1,"PM",NA,NA,1,"PIFcalc19","","77,000,000",77000000,"76,000,000",76000000,2010.5,"PIFcalc19","",100,97.58068085,"97.58068",97.58068085,"bbs0514(UsCa), eBrd17(WHem)",1,11108512,"Natureserve 3.0","",2,3395587,"Natureserve 3.0","",2,"PIFTC-02","",2,"PIFTC-02","",4,"BBS7017","",-0.882,"BBS7017",-1.02,-0.75,-0.968,-0.806,8.65,3858,-34.0280807,-37.85390846,-29.89667375,93,8,9,9,"","LC","","w","Nearctic","Widespread","Open Country—Habitat Mosaic","Wetlands—Freshwater Marsh","Open Country—Habitat Mosaic","Wetlands—Freshwater Marsh",35560,"Geothlypis trichas","Common Yellowthroat","Geothlypis trichas","Geothlypis trichas","Geothlypis trichas","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","trichas","LC","0","NO",0,"LN",2,1,9.3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"","Wetland",2,"Low",1,"Invertebrate","10","","","T","","","","","","H","",NA,NA,NA,10,0,"","","","",NA,3,5,NA,12,NA,8.65,NA,8.65,1,NA,NA,NA,0.5,1,"11.5",0.57,1.05,9.25,2.54,"(Linnaeus, 1766)"
"1392",1988,"Geothlypis nelsoni",-98.50766086,20.43482079,-98.50766086,20.43482079,0,11719,11719,11719,0,"Hooded Yellowthroat","Geothlypis nelsoni","landbird","Passeriformes","Parulidae","",0,0,1,0,"R",NA,NA,5,"Gomez-Panjabi","local within mapped range","",NA,"",NA,NA,"","",NA,NA,"",NA,"",4,117527,"Natureserve 3.0","",4,117527,"Natureserve 3.0","",3,"MX-NSAC","",3,"MX-NSAC","scrub, chapparal",3,"MX-NSAC","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,"Watch List - Yel-R","LC","","","Mesoamerican Highlands","Mesoamerican Highlands","Aridlands—Tropical Arid Scrub","","Aridlands—Tropical Arid Scrub","",35574,"Geothlypis nelsoni","Hooded Yellowthroat","Geothlypis nelsoni","Geothlypis nelsoni","Geothlypis nelsoni","YES","YES","YES","","","","Passeriformes","Parulidae","Geothlypis","nelsoni","LC","0","YES",0,"L",1,1,10.6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Shrub",1,"Non-forest",1,"Invertebrate","10","","","","","","","","","H","",NA,NA,NA,10,0,"CP","Z","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",0.58,0.98,8.05,2.24,"Richmond, 1900"
"1393",1993,"Setophaga citrina",-85.14643113,36.01946616,-85.07403064,17.4493382,2058,200730,75106,0,35698,"Hooded Warbler","Setophaga citrina","landbird","Passeriformes","Parulidae","Monotypic.",1,1,1,1,"M",NA,NA,2,"PIFcalc19","","5,200,000",5200000,"5,200,000",5200000,2010.5,"PIFcalc19","",100,NA,"",NA,"bbs0514(UsCa)",2,1999482,"Natureserve 3.0","",3,752489,"Natureserve 3.0; PIFSC-08","winter map not quite accurate -- probably more continuous through Central America (e.g. Honduras), and should not be shown to winter in West Indies",3,"PIFTC-02","",3,"PIFTC-02","more tolerant of disturbed habitats than other lowland forest wintering species (KVR)",1,"BBS7017","",1.536,"BBS7017",1.26,1.79,1.376,1.688,1.856,956,103.9771507,81.3741153,127.4363321,NA,8,9,9,"","LC","","","Eastern Temperate","Gulf-Caribbean Lowlands","Forests—Temperate Eastern","","Forests—Tropical Lowland Evergreen","",35581,"Setophaga citrina","Hooded Warbler","Setophaga citrina","Setophaga citrina","Setophaga citrina","YES","YES","YES","","","","Passeriformes","Parulidae","Setophaga","citrina","LC","0","NO",0,"LN",2,1,9.5,NA,NA,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"","Woodland",3,"Medium",1,"Invertebrate","10","","","","","","","","","H","",NA,NA,NA,10,0,"","","","",NA,3,5,NA,12,NA,8.5,NA,8.5,1,NA,NA,NA,0.48,1,"8.17",0.5,1.03,7.84,2.05,"(Boddaert, 1783)"
"1394",1994,"Setophaga ruticilla",-97.13443621,48.01978983,-76.44140199,9.181145,4724,667550,369229,0,476874,"American Redstart","Setophaga ruticilla","landbird","Passeriformes","Parulidae","Monotypic.",1,1,1,1,"M",NA,NA,2,"PIFcalc19","PIFSC-20: just 3 known breeding records outside US/Canada (Cuba), so used US/Canada estimate as global estimate","42,000,000",42000000,"42,000,000",42000000,2010.5,"PIFcalc19","",100,100,"100",100,"bbs0514(UsCa)",1,6655743,"Natureserve 3.0","",2,3705496,"Natureserve 3.0","",2,"PIFTC-02","",3,"PIFTC-02","Panjabi: largely dependent on lower to mid-elevation tropical forests in winter.  Shown to have higher winter survival in wetter forest habitats; new threats from drying due to CC (KVR)",3,"BBS7017","",-0.245,"BBS7017",-0.52,0.07,-0.41,-0.058,4.554,2103,-10.9336835,-25.07278711,1.0946465,NA,8,10,10,"","LC","","","Northern Forest","Neotropical","Forests—Temperate Generalist","","Forests—Tropical Generalist","Coasts—Mangroves",35582,"Setophaga ruticilla","American Redstart","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","YES","YES","YES","","","","Passeriformes","Parulidae","Setophaga","ruticilla","LC","0","NO",0,"LN",2,2,8.1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"","Woodland",3,"Medium",3,"Invertebrate","10","T","","","","","","","","H","",NA,NA,NA,10,0,"","","","",NA,2,5,NA,12,NA,8.5,NA,8.5,1,NA,NA,NA,0.52,1,"10.08",0.48,0.99,7.82,2.29,"(Linnaeus, 1758)"
"1395",1995,"Setophaga kirtlandii",-87.60827598,45.36917461,-76.42510492,24.15799126,2560,3771,1388,0,0,"Kirtland's Warbler","Setophaga kirtlandii","landbird","Passeriformes","Parulidae","Monotypic.",1,1,0,0,"M",NA,NA,5,"KIWA Conservation Team 2015","5,000 is estimate from BBS-15, supporting this estimate","4,800",4800,"4,800",4800,NA,"KIWA Conservation Team 2015","",100,NA,"",NA,"eBrd17(UsCa)",5,10719,"Natureserve 3.0","",5,13438,"Natureserve 3.0","",3,"PIFSC-18","species has been relatively stable but is highly dependent on management activities, which could change in the future if species is down listed or delisted from ESA (PIFSC-18).  Habitat protected, but vulnerable because there is so little.  conservation reliant -- could be threatened if investments reduced -- esp cowbird management (CB, KVR, WE, TW, DP).",5,"PIFTC-02","check with Dave Ewert -- are threats really dire or extremely severe? (CB, KVR, WE, TW, DP); Tom to double check; early successional habitat need to be maintained, is not being managed;",1,"KIWA Census","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,16,"Watch List - Yel-R","NT","","","Northern Forest","Caribbean","Forests—Temperate Eastern","","Forests—Tropical Dry","",35583,"Setophaga kirtlandii","Kirtland's Warbler","Setophaga kirtlandii","Setophaga kirtlandii","Setophaga kirtlandii","YES","YES","YES","","","","Passeriformes","Parulidae","Setophaga","kirtlandii","NT","0","NO",0,"LN",2,1,14.1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forest",2,"High",1,"Invertebrate","8","2","","","","","","T","","H-L","",NA,NA,NA,8,2,"","","","",NA,4,5,NA,14.1,NA,11.95,NA,11.95,1,NA,NA,NA,NA,1,"9",0.5,1.05,8.35,2.18,"(Baird, 1852)"
"1396",1996,"Setophaga tigrina",-97.45417107,53.09604723,-77.20449041,14.72455922,4615,253002,61065,0,256701,"Cape May Warbler","Setophaga tigrina","landbird","Passeriformes","Parulidae","Monotypic.",1,1,1,1,"M",NA,NA,2,"PIFcalc19","","7,000,000",7000000,"7,000,000",7000000,2010.5,"PIFcalc19","",100,99.99752045,"99.99752",99.99752045,"bbs0514(UsCa)",2,2563513,"Natureserve 3.0","",3,610359,"Natureserve 3.0","",2,"PIFSC-19","changed due to calibration with TB-r; Reviewers justify score of 2 in BCRs 7 and 8 (61%pop)",3,"PIFTC-02","still requires native forest or woodland habitats in main part of winter range, although tolerant of disturbance (KVR)",4,"BBS7017","",-1.013,"BBS7017",-2.43,0.1,-1.781,-0.335,0.916,499,-33.58079315,-61.05589337,13.5166552,NA,10,12,12,"","LC","","","Northern Forest","Caribbean","Forests—Boreal","","Islands—Terrestrial Habitats","",35584,"Setophaga tigrina","Cape May Warbler","Setophaga tigrina","Setophaga tigrina","Setophaga tigrina","YES","YES","YES","","","","Passeriformes","Parulidae","Setophaga","tigrina","LC","0","NO",0,"LN",2,1,10.1,1,NA,3,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"","Forest",4,"Medium",3,"Invertebrate","8","1","1","","","","","","","C-H","",NA,NA,NA,8,2,"","","","",NA,4,9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,"4.3",0.39,0.84,7.26,1.89,"(Gmelin, 1789)"
"1397",1997,"Setophaga cerulea",-85.76632491,40.45716968,-73.83555284,1.68160507,4460,184916,106978,0,173972,"Cerulean Warbler","Setophaga cerulea","landbird","Passeriformes","Parulidae","Monotypic.",1,1,1,1,"M",NA,NA,3,"PIFcalc19","","530,000",530000,"530,000",530000,2010.5,"PIFcalc19","",100,96.62718964,"100",100,"PIFcalc19",2,1234266,"Natureserve 3.0","",3,971392,"Natureserve 3.0","Distribution appears to be more spotty and concentrated in areas according to BNA, whereas NS shows broader areas, thus likely overstimating size of both wintering and breeding.; ND mapped too far east in Ven, too wide in colombia and venezuela; rare in P",4,"PIFTC-02","Rosenberg: threatened by mountaintop mining in Appalachians; loss of bottomland forests.",4,"PIFTC-02","",5,"BBS7017","",-2.733,"BBS7017",-3.16,-2.25,-3.002,-2.442,0.269,383,-72.62265615,-77.61938523,-66.69359868,26,14,15,15,"Watch List - Yel-D","VU","","","Eastern Temperate","Central and South American Highlands","Forests—Temperate Eastern","","Forests—Tropical Montane Evergreen","",35585,"Setophaga cerulea","Cerulean Warbler","Setophaga cerulea","Setophaga cerulea","Setophaga cerulea","YES","YES","YES","","","","Passeriformes","Parulidae","Setophaga","cerulea","NT","0","NO",0,"LN",2,1,8.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"","Forest",2,"Medium",1,"Invertebrate","10","","","","","","","T","","C-A","",NA,NA,NA,10,0,"","","","",NA,2,5,NA,12.25,NA,NA,NA,NA,1,NA,NA,NA,0.49,1,"6",0.49,1,7.74,1.96,"(Wilson, 1810)"
